time,current
0,4.95049e-07
1e-05,4.99995e-05
2e-05,4.9999e-05
3e-05,4.99985e-05
4e-05,4.9998e-05
5e-05,4.99975e-05
6e-05,4.9997e-05
7e-05,4.99965e-05
8e-05,4.9996e-05
9e-05,4.99955e-05
0.0001,4.9995e-05
0.00011,4.99945e-05
0.00012,4.9994e-05
0.00013,4.99935e-05
0.00014,4.9993e-05
0.00015,4.99925e-05
0.00016,4.9992e-05
0.00017,4.99915e-05
0.00018,4.9991e-05
0.00019,4.99905e-05
0.0002,4.999e-05
0.00021,4.99895e-05
0.00022,4.9989e-05
0.00023,4.99885e-05
0.00024,4.9988e-05
0.00025,4.99875e-05
0.00026,4.9987e-05
0.00027,4.99865e-05
0.00028,4.9986e-05
0.00029,4.99855e-05
0.0003,4.9985e-05
0.00031,4.99845e-05
0.00032,4.9984e-05
0.00033,4.99835e-05
0.00034,4.9983e-05
0.00035,4.99825e-05
0.00036,4.9982e-05
0.00037,4.99815e-05
0.00038,4.9981e-05
0.00039,4.99805e-05
0.0004,4.998e-05
0.00041,4.99795e-05
0.00042,4.9979e-05
0.00043,4.99785e-05
0.00044,4.9978e-05
0.00045,4.99775e-05
0.00046,4.9977e-05
0.00047,4.99765e-05
0.00048,4.9976e-05
0.00049,4.99755e-05
0.0005,4.9975e-05
0.00051,4.99745e-05
0.00052,4.9974e-05
0.00053,4.99735e-05
0.00054,4.9973e-05
0.00055,4.99725e-05
0.00056,4.9972e-05
0.00057,4.99715e-05
0.00058,4.9971e-05
0.00059,4.99705e-05
0.0006,4.997e-05
0.00061,4.99695e-05
0.00062,4.9969e-05
0.00063,4.99685e-05
0.00064,4.9968e-05
0.00065,4.99675e-05
0.00066,4.9967e-05
0.00067,4.99665e-05
0.00068,4.9966e-05
0.00069,4.99655e-05
0.0007,4.9965e-05
0.00071,4.99645e-05
0.00072,4.9964e-05
0.00073,4.99635e-05
0.00074,4.9963e-05
0.00075,4.99625e-05
0.00076,4.9962e-05
0.00077,4.99615e-05
0.00078,4.9961e-05
0.00079,4.99605e-05
0.0008,4.996e-05
0.00081,4.99595e-05
0.00082,4.9959e-05
0.00083,4.99585e-05
0.00084,4.9958e-05
0.00085,4.99575e-05
0.00086,4.9957e-05
0.00087,4.99565e-05
0.00088,4.9956e-05
0.00089,4.99555e-05
0.0009,4.9955e-05
0.00091,4.99545e-05
0.00092,4.9954e-05
0.00093,4.99535e-05
0.00094,4.9953e-05
0.00095,4.99525e-05
0.00096,4.9952e-05
0.00097,4.99515e-05
0.00098,4.9951e-05
0.00099,4.99505e-05
0.001,4.995e-05
0.00101,4.99495e-05
0.00102,4.9949e-05
0.00103,4.99485e-05
0.00104,4.9948e-05
0.00105,4.99475e-05
0.00106,4.9947e-05
0.00107,4.99465e-05
0.00108,4.9946e-05
0.00109,4.99455e-05
0.0011,4.9945e-05
0.00111,4.99445e-05
0.00112,4.9944e-05
0.00113,4.99435e-05
0.00114,4.9943e-05
0.00115,4.99425e-05
0.00116,4.9942e-05
0.00117,4.99415e-05
0.00118,4.9941e-05
0.00119,4.99405e-05
0.0012,4.994e-05
0.00121,4.99395e-05
0.00122,4.9939e-05
0.00123,4.99385e-05
0.00124,4.9938e-05
0.00125,4.99375e-05
0.00126,4.9937e-05
0.00127,4.99365e-05
0.00128,4.9936e-05
