time,voltage
0,4.95049e-07
1e-05,4.95049e-07
2e-05,4.95049e-07
3e-05,4.95049e-07
4e-05,4.95049e-07
5e-05,4.95049e-07
6e-05,4.95049e-07
7e-05,4.95049e-07
8e-05,4.95049e-07
9e-05,4.95049e-07
0.0001,4.95049e-07
0.00011,4.95049e-07
0.00012,4.95049e-07
0.00013,4.95049e-07
0.00014,4.95049e-07
0.00015,4.95049e-07
0.00016,4.95049e-07
0.00017,4.95049e-07
0.00018,4.95049e-07
0.00019,4.95049e-07
0.0002,4.95049e-07
0.00021,4.95049e-07
0.00022,4.95049e-07
0.00023,4.95049e-07
0.00024,4.95049e-07
0.00025,4.95049e-07
0.00026,4.95049e-07
0.00027,4.95049e-07
0.00028,4.95049e-07
0.00029,4.95049e-07
0.0003,4.95049e-07
0.00031,4.95049e-07
0.00032,4.95049e-07
0.00033,4.95049e-07
0.00034,4.95049e-07
0.00035,4.95049e-07
0.00036,4.95049e-07
0.00037,4.95049e-07
0.00038,4.95049e-07
0.00039,4.95049e-07
0.0004,4.95049e-07
0.00041,4.95049e-07
0.00042,4.95049e-07
0.00043,4.95049e-07
0.00044,4.95049e-07
0.00045,4.95049e-07
0.00046,4.95049e-07
0.00047,4.95049e-07
0.00048,4.95049e-07
0.00049,4.95049e-07
0.0005,4.95049e-07
0.00051,4.95049e-07
0.00052,4.95049e-07
0.00053,4.95049e-07
0.00054,4.95049e-07
0.00055,4.95049e-07
0.00056,4.95049e-07
0.00057,4.95049e-07
0.00058,4.95049e-07
0.00059,4.95049e-07
0.0006,4.95049e-07
0.00061,4.95049e-07
0.00062,4.95049e-07
0.00063,4.95049e-07
0.00064,4.95049e-07
0.00065,4.95049e-07
0.00066,4.95049e-07
0.00067,4.95049e-07
0.00068,4.95049e-07
0.00069,4.95049e-07
0.0007,4.95049e-07
0.00071,4.95049e-07
0.00072,4.95049e-07
0.00073,4.95049e-07
0.00074,4.95049e-07
0.00075,4.95049e-07
0.00076,4.95049e-07
0.00077,4.95049e-07
0.00078,4.95049e-07
0.00079,4.95049e-07
0.0008,4.95049e-07
0.00081,4.95049e-07
0.00082,4.95049e-07
0.00083,4.95049e-07
0.00084,4.95049e-07
0.00085,4.95049e-07
0.00086,4.95049e-07
0.00087,4.95049e-07
0.00088,4.95049e-07
0.00089,4.95049e-07
0.0009,4.95049e-07
0.00091,4.95049e-07
0.00092,4.95049e-07
0.00093,4.95049e-07
0.00094,4.95049e-07
0.00095,4.95049e-07
0.00096,4.95049e-07
0.00097,4.95049e-07
0.00098,4.95049e-07
0.00099,4.95049e-07
0.001,4.95049e-07
0.00101,4.95049e-07
0.00102,4.95049e-07
0.00103,4.95049e-07
0.00104,4.95049e-07
0.00105,4.95049e-07
0.00106,4.95049e-07
0.00107,4.95049e-07
0.00108,4.95049e-07
0.00109,4.95049e-07
0.0011,4.95049e-07
0.00111,4.95049e-07
0.00112,4.95049e-07
0.00113,4.95049e-07
0.00114,4.95049e-07
0.00115,4.95049e-07
0.00116,4.95049e-07
0.00117,4.95049e-07
0.00118,4.95049e-07
0.00119,4.95049e-07
0.0012,4.95049e-07
0.00121,4.95049e-07
0.00122,4.95049e-07
0.00123,4.95049e-07
0.00124,4.95049e-07
0.00125,4.95049e-07
0.00126,4.95049e-07
0.00127,4.95049e-07
0.00128,4.95049e-07
0.00129,4.95049e-07
0.0013,4.95049e-07
0.00131,4.95049e-07
0.00132,4.95049e-07
0.00133,4.95049e-07
0.00134,4.95049e-07
0.00135,4.95049e-07
0.00136,4.95049e-07
0.00137,4.95049e-07
0.00138,4.95049e-07
0.00139,4.95049e-07
0.0014,4.95049e-07
0.00141,4.95049e-07
0.00142,4.95049e-07
0.00143,4.95049e-07
0.00144,4.95049e-07
0.00145,4.95049e-07
0.00146,4.95049e-07
0.00147,4.95049e-07
0.00148,4.95049e-07
0.00149,4.95049e-07
0.0015,4.95049e-07
0.00151,4.95049e-07
0.00152,4.95049e-07
0.00153,4.95049e-07
0.00154,4.95049e-07
0.00155,4.95049e-07
0.00156,4.95049e-07
0.00157,4.95049e-07
0.00158,4.95049e-07
0.00159,4.95049e-07
0.0016,4.95049e-07
0.00161,4.95049e-07
0.00162,4.95049e-07
0.00163,4.95049e-07
0.00164,4.95049e-07
0.00165,4.95049e-07
0.00166,4.95049e-07
0.00167,4.95049e-07
0.00168,4.95049e-07
0.00169,4.95049e-07
0.0017,4.95049e-07
0.00171,4.95049e-07
0.00172,4.95049e-07
0.00173,4.95049e-07
0.00174,4.95049e-07
0.00175,4.95049e-07
0.00176,4.95049e-07
0.00177,4.95049e-07
0.00178,4.95049e-07
0.00179,4.95049e-07
0.0018,4.95049e-07
0.00181,4.95049e-07
0.00182,4.95049e-07
0.00183,4.95049e-07
0.00184,4.95049e-07
0.00185,4.95049e-07
0.00186,4.95049e-07
0.00187,4.95049e-07
0.00188,4.95049e-07
0.00189,4.95049e-07
0.0019,4.95049e-07
0.00191,4.95049e-07
0.00192,4.95049e-07
0.00193,4.95049e-07
0.00194,4.95049e-07
0.00195,4.95049e-07
0.00196,4.95049e-07
0.00197,4.95049e-07
0.00198,4.95049e-07
0.00199,4.95049e-07
0.002,4.95049e-07
0.00201,4.95049e-07
0.00202,4.95049e-07
0.00203,4.95049e-07
0.00204,4.95049e-07
0.00205,4.95049e-07
0.00206,4.95049e-07
0.00207,4.95049e-07
0.00208,4.95049e-07
0.00209,4.95049e-07
0.0021,4.95049e-07
0.00211,4.95049e-07
0.00212,4.95049e-07
0.00213,4.95049e-07
0.00214,4.95049e-07
0.00215,4.95049e-07
0.00216,4.95049e-07
0.00217,4.95049e-07
0.00218,4.95049e-07
0.00219,4.95049e-07
0.0022,4.95049e-07
0.00221,4.95049e-07
0.00222,4.95049e-07
0.00223,4.95049e-07
0.00224,4.95049e-07
0.00225,4.95049e-07
0.00226,4.95049e-07
0.00227,4.95049e-07
0.00228,4.95049e-07
0.00229,4.95049e-07
0.0023,4.95049e-07
0.00231,4.95049e-07
0.00232,4.95049e-07
0.00233,4.95049e-07
0.00234,4.95049e-07
0.00235,4.95049e-07
0.00236,4.95049e-07
0.00237,4.95049e-07
0.00238,4.95049e-07
0.00239,4.95049e-07
0.0024,4.95049e-07
0.00241,4.95049e-07
0.00242,4.95049e-07
0.00243,4.95049e-07
0.00244,4.95049e-07
0.00245,4.95049e-07
0.00246,4.95049e-07
0.00247,4.95049e-07
0.00248,4.95049e-07
0.00249,4.95049e-07
0.0025,4.95049e-07
0.00251,4.95049e-07
0.00252,4.95049e-07
0.00253,4.95049e-07
0.00254,4.95049e-07
0.00255,4.95049e-07
0.00256,4.95049e-07
0.00257,4.95049e-07
0.00258,4.95049e-07
0.00259,4.95049e-07
0.0026,4.95049e-07
0.00261,4.95049e-07
0.00262,4.95049e-07
0.00263,4.95049e-07
0.00264,4.95049e-07
0.00265,4.95049e-07
0.00266,4.95049e-07
0.00267,4.95049e-07
0.00268,4.95049e-07
0.00269,4.95049e-07
0.0027,4.95049e-07
0.00271,4.95049e-07
0.00272,4.95049e-07
0.00273,4.95049e-07
0.00274,4.95049e-07
0.00275,4.95049e-07
0.00276,4.95049e-07
0.00277,4.95049e-07
0.00278,4.95049e-07
0.00279,4.95049e-07
0.0028,4.95049e-07
0.00281,4.95049e-07
0.00282,4.95049e-07
0.00283,4.95049e-07
0.00284,4.95049e-07
0.00285,4.95049e-07
0.00286,4.95049e-07
0.00287,4.95049e-07
0.00288,4.95049e-07
0.00289,4.95049e-07
0.0029,4.95049e-07
0.00291,4.95049e-07
0.00292,4.95049e-07
0.00293,4.95049e-07
0.00294,4.95049e-07
0.00295,4.95049e-07
0.00296,4.95049e-07
0.00297,4.95049e-07
0.00298,4.95049e-07
0.00299,4.95049e-07
0.003,4.95049e-07
0.00301,4.95049e-07
0.00302,4.95049e-07
0.00303,4.95049e-07
0.00304,4.95049e-07
0.00305,4.95049e-07
0.00306,4.95049e-07
0.00307,4.95049e-07
0.00308,4.95049e-07
0.00309,4.95049e-07
0.0031,4.95049e-07
0.00311,4.95049e-07
0.00312,4.95049e-07
0.00313,4.95049e-07
0.00314,4.95049e-07
0.00315,4.95049e-07
0.00316,4.95049e-07
0.00317,4.95049e-07
0.00318,4.95049e-07
0.00319,4.95049e-07
0.0032,4.95049e-07
0.00321,4.95049e-07
0.00322,4.95049e-07
0.00323,4.95049e-07
0.00324,4.95049e-07
0.00325,4.95049e-07
0.00326,4.95049e-07
0.00327,4.95049e-07
0.00328,4.95049e-07
0.00329,4.95049e-07
0.0033,4.95049e-07
0.00331,4.95049e-07
0.00332,4.95049e-07
0.00333,4.95049e-07
0.00334,4.95049e-07
0.00335,4.95049e-07
0.00336,4.95049e-07
0.00337,4.95049e-07
0.00338,4.95049e-07
0.00339,4.95049e-07
0.0034,4.95049e-07
0.00341,4.95049e-07
0.00342,4.95049e-07
0.00343,4.95049e-07
0.00344,4.95049e-07
0.00345,4.95049e-07
0.00346,4.95049e-07
0.00347,4.95049e-07
0.00348,4.95049e-07
0.00349,4.95049e-07
0.0035,4.95049e-07
0.00351,4.95049e-07
0.00352,4.95049e-07
0.00353,4.95049e-07
0.00354,4.95049e-07
0.00355,4.95049e-07
0.00356,4.95049e-07
0.00357,4.95049e-07
0.00358,4.95049e-07
0.00359,4.95049e-07
0.0036,4.95049e-07
0.00361,4.95049e-07
0.00362,4.95049e-07
0.00363,4.95049e-07
0.00364,4.95049e-07
0.00365,4.95049e-07
0.00366,4.95049e-07
0.00367,4.95049e-07
0.00368,4.95049e-07
0.00369,4.95049e-07
0.0037,4.95049e-07
0.00371,4.95049e-07
0.00372,4.95049e-07
0.00373,4.95049e-07
0.00374,4.95049e-07
0.00375,4.95049e-07
0.00376,4.95049e-07
0.00377,4.95049e-07
0.00378,4.95049e-07
0.00379,4.95049e-07
0.0038,4.95049e-07
0.00381,4.95049e-07
0.00382,4.95049e-07
0.00383,4.95049e-07
0.00384,4.95049e-07
0.00385,4.95049e-07
0.00386,4.95049e-07
0.00387,4.95049e-07
0.00388,4.95049e-07
0.00389,4.95049e-07
0.0039,4.95049e-07
0.00391,4.95049e-07
0.00392,4.95049e-07
0.00393,4.95049e-07
0.00394,4.95049e-07
0.00395,4.95049e-07
0.00396,4.95049e-07
0.00397,4.95049e-07
0.00398,4.95049e-07
0.00399,4.95049e-07
0.004,4.95049e-07
0.00401,4.95049e-07
0.00402,4.95049e-07
0.00403,4.95049e-07
0.00404,4.95049e-07
0.00405,4.95049e-07
0.00406,4.95049e-07
0.00407,4.95049e-07
0.00408,4.95049e-07
0.00409,4.95049e-07
0.0041,4.95049e-07
0.00411,4.95049e-07
0.00412,4.95049e-07
0.00413,4.95049e-07
0.00414,4.95049e-07
0.00415,4.95049e-07
0.00416,4.95049e-07
0.00417,4.95049e-07
0.00418,4.95049e-07
0.00419,4.95049e-07
0.0042,4.95049e-07
0.00421,4.95049e-07
0.00422,4.95049e-07
0.00423,4.95049e-07
0.00424,4.95049e-07
0.00425,4.95049e-07
0.00426,4.95049e-07
0.00427,4.95049e-07
0.00428,4.95049e-07
0.00429,4.95049e-07
0.0043,4.95049e-07
0.00431,4.95049e-07
0.00432,4.95049e-07
0.00433,4.95049e-07
0.00434,4.95049e-07
0.00435,4.95049e-07
0.00436,4.95049e-07
0.00437,4.95049e-07
0.00438,4.95049e-07
0.00439,4.95049e-07
0.0044,4.95049e-07
0.00441,4.95049e-07
0.00442,4.95049e-07
0.00443,4.95049e-07
0.00444,4.95049e-07
0.00445,4.95049e-07
0.00446,4.95049e-07
0.00447,4.95049e-07
0.00448,4.95049e-07
0.00449,4.95049e-07
0.0045,4.95049e-07
0.00451,4.95049e-07
0.00452,4.95049e-07
0.00453,4.95049e-07
0.00454,4.95049e-07
0.00455,4.95049e-07
0.00456,4.95049e-07
0.00457,4.95049e-07
0.00458,4.95049e-07
0.00459,4.95049e-07
0.0046,4.95049e-07
0.00461,4.95049e-07
0.00462,4.95049e-07
0.00463,4.95049e-07
0.00464,4.95049e-07
0.00465,4.95049e-07
0.00466,4.95049e-07
0.00467,4.95049e-07
0.00468,4.95049e-07
0.00469,4.95049e-07
0.0047,4.95049e-07
0.00471,4.95049e-07
0.00472,4.95049e-07
0.00473,4.95049e-07
0.00474,4.95049e-07
0.00475,4.95049e-07
0.00476,4.95049e-07
0.00477,4.95049e-07
0.00478,4.95049e-07
0.00479,4.95049e-07
0.0048,4.95049e-07
0.00481,4.95049e-07
0.00482,4.95049e-07
0.00483,4.95049e-07
0.00484,4.95049e-07
0.00485,4.95049e-07
0.00486,4.95049e-07
0.00487,4.95049e-07
0.00488,4.95049e-07
0.00489,4.95049e-07
0.0049,4.95049e-07
0.00491,4.95049e-07
0.00492,4.95049e-07
0.00493,4.95049e-07
0.00494,4.95049e-07
0.00495,4.95049e-07
0.00496,4.95049e-07
0.00497,4.95049e-07
0.00498,4.95049e-07
0.00499,4.95049e-07
0.005,4.95049e-07
0.00501,4.95049e-07
0.00502,4.95049e-07
0.00503,4.95049e-07
0.00504,4.95049e-07
0.00505,4.95049e-07
0.00506,4.95049e-07
0.00507,4.95049e-07
0.00508,4.95049e-07
0.00509,4.95049e-07
0.0051,4.95049e-07
0.00511,4.95049e-07
0.00512,4.95049e-07
0.00513,4.95049e-07
0.00514,4.95049e-07
0.00515,4.95049e-07
0.00516,4.95049e-07
0.00517,4.95049e-07
0.00518,4.95049e-07
0.00519,4.95049e-07
0.0052,4.95049e-07
0.00521,4.95049e-07
0.00522,4.95049e-07
0.00523,4.95049e-07
0.00524,4.95049e-07
0.00525,4.95049e-07
0.00526,4.95049e-07
0.00527,4.95049e-07
0.00528,4.95049e-07
0.00529,4.95049e-07
0.0053,4.95049e-07
0.00531,4.95049e-07
0.00532,4.95049e-07
0.00533,4.95049e-07
0.00534,4.95049e-07
0.00535,4.95049e-07
0.00536,4.95049e-07
0.00537,4.95049e-07
0.00538,4.95049e-07
0.00539,4.95049e-07
0.0054,4.95049e-07
0.00541,4.95049e-07
0.00542,4.95049e-07
0.00543,4.95049e-07
0.00544,4.95049e-07
0.00545,4.95049e-07
0.00546,4.95049e-07
0.00547,4.95049e-07
0.00548,4.95049e-07
0.00549,4.95049e-07
0.0055,4.95049e-07
0.00551,4.95049e-07
0.00552,4.95049e-07
0.00553,4.95049e-07
0.00554,4.95049e-07
0.00555,4.95049e-07
0.00556,4.95049e-07
0.00557,4.95049e-07
0.00558,4.95049e-07
0.00559,4.95049e-07
0.0056,4.95049e-07
0.00561,4.95049e-07
0.00562,4.95049e-07
0.00563,4.95049e-07
0.00564,4.95049e-07
0.00565,4.95049e-07
0.00566,4.95049e-07
0.00567,4.95049e-07
0.00568,4.95049e-07
0.00569,4.95049e-07
0.0057,4.95049e-07
0.00571,4.95049e-07
0.00572,4.95049e-07
0.00573,4.95049e-07
0.00574,4.95049e-07
0.00575,4.95049e-07
0.00576,4.95049e-07
0.00577,4.95049e-07
0.00578,4.95049e-07
0.00579,4.95049e-07
0.0058,4.95049e-07
0.00581,4.95049e-07
0.00582,4.95049e-07
0.00583,4.95049e-07
0.00584,4.95049e-07
0.00585,4.95049e-07
0.00586,4.95049e-07
0.00587,4.95049e-07
0.00588,4.95049e-07
0.00589,4.95049e-07
0.0059,4.95049e-07
0.00591,4.95049e-07
0.00592,4.95049e-07
0.00593,4.95049e-07
0.00594,4.95049e-07
0.00595,4.95049e-07
0.00596,4.95049e-07
0.00597,4.95049e-07
0.00598,4.95049e-07
0.00599,4.95049e-07
0.006,4.95049e-07
0.00601,4.95049e-07
0.00602,4.95049e-07
0.00603,4.95049e-07
0.00604,4.95049e-07
0.00605,4.95049e-07
0.00606,4.95049e-07
0.00607,4.95049e-07
0.00608,4.95049e-07
0.00609,4.95049e-07
0.0061,4.95049e-07
0.00611,4.95049e-07
0.00612,4.95049e-07
0.00613,4.95049e-07
0.00614,4.95049e-07
0.00615,4.95049e-07
0.00616,4.95049e-07
0.00617,4.95049e-07
0.00618,4.95049e-07
0.00619,4.95049e-07
0.0062,4.95049e-07
0.00621,4.95049e-07
0.00622,4.95049e-07
0.00623,4.95049e-07
0.00624,4.95049e-07
0.00625,4.95049e-07
0.00626,4.95049e-07
0.00627,4.95049e-07
0.00628,4.95049e-07
0.00629,4.95049e-07
0.0063,4.95049e-07
0.00631,4.95049e-07
0.00632,4.95049e-07
0.00633,4.95049e-07
0.00634,4.95049e-07
0.00635,4.95049e-07
0.00636,4.95049e-07
0.00637,4.95049e-07
0.00638,4.95049e-07
0.00639,4.95049e-07
0.0064,4.95049e-07
0.00641,4.95049e-07
0.00642,4.95049e-07
0.00643,4.95049e-07
0.00644,4.95049e-07
0.00645,4.95049e-07
0.00646,4.95049e-07
0.00647,4.95049e-07
0.00648,4.95049e-07
0.00649,4.95049e-07
0.0065,4.95049e-07
0.00651,4.95049e-07
0.00652,4.95049e-07
0.00653,4.95049e-07
0.00654,4.95049e-07
0.00655,4.95049e-07
0.00656,4.95049e-07
0.00657,4.95049e-07
0.00658,4.95049e-07
0.00659,4.95049e-07
0.0066,4.95049e-07
0.00661,4.95049e-07
0.00662,4.95049e-07
0.00663,4.95049e-07
0.00664,4.95049e-07
0.00665,4.95049e-07
0.00666,4.95049e-07
0.00667,4.95049e-07
0.00668,4.95049e-07
0.00669,4.95049e-07
0.0067,4.95049e-07
0.00671,4.95049e-07
0.00672,4.95049e-07
0.00673,4.95049e-07
0.00674,4.95049e-07
0.00675,4.95049e-07
0.00676,4.95049e-07
0.00677,4.95049e-07
0.00678,4.95049e-07
0.00679,4.95049e-07
0.0068,4.95049e-07
0.00681,4.95049e-07
0.00682,4.95049e-07
0.00683,4.95049e-07
0.00684,4.95049e-07
0.00685,4.95049e-07
0.00686,4.95049e-07
0.00687,4.95049e-07
0.00688,4.95049e-07
0.00689,4.95049e-07
0.0069,4.95049e-07
0.00691,4.95049e-07
0.00692,4.95049e-07
0.00693,4.95049e-07
0.00694,4.95049e-07
0.00695,4.95049e-07
0.00696,4.95049e-07
0.00697,4.95049e-07
0.00698,4.95049e-07
0.00699,4.95049e-07
0.007,4.95049e-07
0.00701,4.95049e-07
0.00702,4.95049e-07
0.00703,4.95049e-07
0.00704,4.95049e-07
0.00705,4.95049e-07
0.00706,4.95049e-07
0.00707,4.95049e-07
0.00708,4.95049e-07
0.00709,4.95049e-07
0.0071,4.95049e-07
0.00711,4.95049e-07
0.00712,4.95049e-07
0.00713,4.95049e-07
0.00714,4.95049e-07
0.00715,4.95049e-07
0.00716,4.95049e-07
0.00717,4.95049e-07
0.00718,4.95049e-07
0.00719,4.95049e-07
0.0072,4.95049e-07
0.00721,4.95049e-07
0.00722,4.95049e-07
0.00723,4.95049e-07
0.00724,4.95049e-07
0.00725,4.95049e-07
0.00726,4.95049e-07
0.00727,4.95049e-07
0.00728,4.95049e-07
0.00729,4.95049e-07
0.0073,4.95049e-07
0.00731,4.95049e-07
0.00732,4.95049e-07
0.00733,4.95049e-07
0.00734,4.95049e-07
0.00735,4.95049e-07
0.00736,4.95049e-07
0.00737,4.95049e-07
0.00738,4.95049e-07
0.00739,4.95049e-07
0.0074,4.95049e-07
0.00741,4.95049e-07
0.00742,4.95049e-07
0.00743,4.95049e-07
0.00744,4.95049e-07
0.00745,4.95049e-07
0.00746,4.95049e-07
0.00747,4.95049e-07
0.00748,4.95049e-07
0.00749,4.95049e-07
0.0075,4.95049e-07
0.00751,4.95049e-07
0.00752,4.95049e-07
0.00753,4.95049e-07
0.00754,4.95049e-07
0.00755,4.95049e-07
0.00756,4.95049e-07
0.00757,4.95049e-07
0.00758,4.95049e-07
0.00759,4.95049e-07
0.0076,4.95049e-07
0.00761,4.95049e-07
0.00762,4.95049e-07
0.00763,4.95049e-07
0.00764,4.95049e-07
0.00765,4.95049e-07
0.00766,4.95049e-07
0.00767,4.95049e-07
0.00768,4.95049e-07
0.00769,4.95049e-07
0.0077,4.95049e-07
0.00771,4.95049e-07
0.00772,4.95049e-07
0.00773,4.95049e-07
0.00774,4.95049e-07
0.00775,4.95049e-07
0.00776,4.95049e-07
0.00777,4.95049e-07
0.00778,4.95049e-07
0.00779,4.95049e-07
0.0078,4.95049e-07
0.00781,4.95049e-07
0.00782,4.95049e-07
0.00783,4.95049e-07
0.00784,4.95049e-07
0.00785,4.95049e-07
0.00786,4.95049e-07
0.00787,4.95049e-07
0.00788,4.95049e-07
0.00789,4.95049e-07
0.0079,4.95049e-07
0.00791,4.95049e-07
0.00792,4.95049e-07
0.00793,4.95049e-07
0.00794,4.95049e-07
0.00795,4.95049e-07
0.00796,4.95049e-07
0.00797,4.95049e-07
0.00798,4.95049e-07
0.00799,4.95049e-07
0.008,4.95049e-07
0.00801,4.95049e-07
0.00802,4.95049e-07
0.00803,4.95049e-07
0.00804,4.95049e-07
0.00805,4.95049e-07
0.00806,4.95049e-07
0.00807,4.95049e-07
0.00808,4.95049e-07
0.00809,4.95049e-07
0.0081,4.95049e-07
0.00811,4.95049e-07
0.00812,4.95049e-07
0.00813,4.95049e-07
0.00814,4.95049e-07
0.00815,4.95049e-07
0.00816,4.95049e-07
0.00817,4.95049e-07
0.00818,4.95049e-07
0.00819,4.95049e-07
0.0082,4.95049e-07
0.00821,4.95049e-07
0.00822,4.95049e-07
0.00823,4.95049e-07
0.00824,4.95049e-07
0.00825,4.95049e-07
0.00826,4.95049e-07
0.00827,4.95049e-07
0.00828,4.95049e-07
0.00829,4.95049e-07
0.0083,4.95049e-07
0.00831,4.95049e-07
0.00832,4.95049e-07
0.00833,4.95049e-07
0.00834,4.95049e-07
0.00835,4.95049e-07
0.00836,4.95049e-07
0.00837,4.95049e-07
0.00838,4.95049e-07
0.00839,4.95049e-07
0.0084,4.95049e-07
0.00841,4.95049e-07
0.00842,4.95049e-07
0.00843,4.95049e-07
0.00844,4.95049e-07
0.00845,4.95049e-07
0.00846,4.95049e-07
0.00847,4.95049e-07
0.00848,4.95049e-07
0.00849,4.95049e-07
0.0085,4.95049e-07
0.00851,4.95049e-07
0.00852,4.95049e-07
0.00853,4.95049e-07
0.00854,4.95049e-07
0.00855,4.95049e-07
0.00856,4.95049e-07
0.00857,4.95049e-07
0.00858,4.95049e-07
0.00859,4.95049e-07
0.0086,4.95049e-07
